vrom,address,name,file,length,hash of top bits of words,functions called by this function,non-jal function calls,referenced functions
0x0B2AF0,0x801B2AF0,func_801B2AF0,,0x68,be110dcae358ef98fc4dc8bfb3992868,[],[],[]
0x0B2B58,0x801B2B58,func_801B2B58,,0x2F0,e8f3c803fbd15bf6285a0c1ae22170df,[func_8014915C;func_801496C8;func_801490AC;func_80147460;func_801496C8;func_801490AC;func_8014944C],[],[]
0x0B2E48,0x801B2E48,func_801B2E48,,0x360,316c34df1fbac4bbef1d8e1e30e0e6f5,[func_801B1B4C;func_801B182C;func_80175388;func_801A2944],[],[]
0x0B31A8,0x801B31A8,func_801B31A8,,0x1F8,91ea23335bf55f9008a85acbc1168a26,[func_801490AC;func_80175388],[],[]
0x0B33A0,0x801B33A0,func_801B33A0,,0x68,2e2b1561a92fd4ddad1830d0af3c58a2,[],[],[]
0x0B3408,0x801B3408,func_801B3408,,0x224,80719e8b24e85709c5369b078372973a,[func_801B182C;func_80175388],[],[]
0x0B362C,0x801B362C,func_801B362C,,0x300,6625753c41ef96f6487484c344237624,[func_80178134;func_80175388;func_8014915C;func_801B3CA8],[],[]
0x0B392C,0x801B392C,func_801B392C,,0xB0,79c08b2596875efa13778493158baf49,[func_801496C8;func_801490AC;func_801B2A1C],[],[]
0x0B39DC,0x801B39DC,func_801B39DC,,0x40,f2133d7eb78173b12e8b16d71d002ebc,[],[],[]
0x0B3A1C,0x801B3A1C,func_801B3A1C,,0x13C,252a23dbf987c89059a05043626bbc06,[func_80148C3C;func_801488C0;func_801C6000;func_801C4040;func_80148C3C;func_801488C0],[],[]
0x0B3B58,0x801B3B58,func_801B3B58,,0x60,a5695aadba060fbe3ffbee259b57048f,[],[],[]
0x0B3BB8,0x801B3BB8,func_801B3BB8,,0xF0,93037db11facabc68e409f48a40e016e,[func_801B33A0],[],[]
0x0B3CA8,0x801B3CA8,func_801B3CA8,,0xB8,2ad5e16baa45c0dca5eb86614430e393,[],[],[]
0x0B3D60,0x801B3D60,func_801B3D60,,0x194,72f6ae705ac9c709bd777c82656d0fd7,[func_80147094;func_801C4030;func_801499A0],[],[]
0x0B3EF4,0x801B3EF4,func_801B3EF4,,0x11C,0456df332527d4ca1b625f2bb36a97c9,[func_80148C3C;func_80148C3C;func_80147704],[],[]
0x0B4010,0x801B4010,func_801B4010,,0x20,2cd4f5722be9762eea7f9b025d5f4563,[func_801489F0],[],[]
0x0B4030,0x801B4030,func_801B4030,,0x48,9cd6c66faf930e2ae4acaac926581125,[func_801C4030],[],[]
0x0B4078,0x801B4078,func_801B4078,,0x130,ddf715671235bd3c904d8fe7cec165c8,[func_801496C8;func_80147460;func_801496C8;func_801C4030],[],[]
0x0B41A8,0x801B41A8,func_801B41A8,,0x734,7822be180a066e489012d71916697d33,[func_801B2B58;func_801C4040;func_801C6000;func_801C4040;func_801C6000;func_80178134;func_801B362C;func_8015C4C8;func_801785E0;func_801964B0;func_801963AC;func_80167604;func_80178134;func_80178134;func_80147000;func_80147000;func_80147000;func_801490AC;func_801B66D4;func_80147000;func_80147000;func_80147000;func_80147000;func_80147000],[],[]
0x0B48DC,0x801B48DC,func_801B48DC,,0x2DC,2c3357838b51d0420a5eab094211305e,[],[],[]
0x0B4BB8,0x801B4BB8,func_801B4BB8,,0x4,8c348c808911b48fcb21c936cad6f95d,[],[],[]
0x0B4BBC,0x801B4BBC,func_801B4BBC,,0xEC,59e9fd08f9618eebef89097a73d584fc,[func_801B39DC;func_8015CB44;func_8015C840],[],[]
0x0B4CA8,0x801B4CA8,func_801B4CA8,,0xE8,1ac078d72b0d6a3d9f0713f183d210b6,[func_80178134;func_8018C700;func_801B7764],[],[]
0x0B4D90,0x801B4D90,func_801B4D90,,0x164,3dd879a5c8af95269c124e4b4643ce60,[func_801488C0],[],[]
0x0B4EF4,0x801B4EF4,func_801B4EF4,,0x184,5c253b56f5c40ea45861f47232164277,[func_8018D39C;func_801B362C],[],[]
0x0B5078,0x801B5078,func_801B5078,,0x244,7e5964de5e5457040f478c05eb5a15c3,[func_80147000;func_801B66D4],[],[]
0x0B52BC,0x801B52BC,func_801B52BC,,0x19C,90b33b1ef96b2422a0797c400fc3e4b0,[func_801B52BC;func_80178134;func_801B33A0;func_80148D0C],[],[]
0x0B5458,0x801B5458,func_801B5458,,0x38,8160209ea71c20f042a136f2fcef2448,[],[],[]
0x0B5490,0x801B5490,func_801B5490,,0x44C,da34bf2e39fcd910450743093ece9f9b,[func_801B52BC;func_801C4030;func_80167604],[],[]
0x0B58DC,0x801B58DC,func_801B58DC,,0x2E0,3e842afd63c53f6729c9e69ba4ba35db,[func_801B52BC;func_801B7494;func_80178134;func_801B52BC],[],[]
0x0B5BBC,0x801B5BBC,func_801B5BBC,,0x1D4,19cc81a200bc7255ebfd4a0b6ff2ea87,[func_80144AF8;func_80144F0C;func_80144F0C],[],[]
0x0B5D90,0x801B5D90,func_801B5D90,,0x1E4,2b32324a06e9515c286bc0ab4d37b7d9,[func_801BB1DC;func_801B5490;func_80147000;func_80147000;func_80149568;func_80148D0C;func_801B66D4],[],[]
0x0B5F74,0x801B5F74,func_801B5F74,,0x1D8,77f002c3af02425fa98b1c9117c723ce,[func_80148F10;func_801B5F74],[],[]
0x0B614C,0x801B614C,func_801B614C,,0x170,a1b4f5ce2df8e6fb1d4dacebd6633052,[func_801B4078;func_801B48DC;func_801B6A78;func_801B6A78],[],[]
0x0B62BC,0x801B62BC,func_801B62BC,,0xB4,a872edcf0f6a451f232feab2cf23cc5b,[func_8013FCDC],[],[]
0x0B6370,0x801B6370,func_801B6370,,0x120,7ba897d153a116098ba426c8d6205cee,[func_801A6844;func_801A69F8],[],[]
0x0B6490,0x801B6490,func_801B6490,,0x244,9006b0a037d697c463bf8a940e8bdb21,[func_80148F10],[],[]
0x0B66D4,0x801B66D4,func_801B66D4,,0x3A4,9d2679e0e3bd43826090c09ab9e74392,[func_801C0E3C;func_801C0C70;func_80147000;func_80178134],[],[]
0x0B6A78,0x801B6A78,func_801B6A78,,0xC4,122e6d8eef94a1df12a10a673b4c50c0,[func_80149724;func_8014915C;func_801496C8;func_801496C8;func_801C0E3C;func_801C0C70],[],[]
0x0B6B3C,0x801B6B3C,func_801B6B3C,,0x438,547754da6554c0c455a9a9a7c41aeeef,[func_80149398;func_80149568],[],[]
0x0B6F74,0x801B6F74,func_801B6F74,,0x184,748c3deabca753ecae98656b728843bd,[func_80148FA8;func_801B4078;func_801C4030;func_801B48DC],[],[]
0x0B70F8,0x801B70F8,func_801B70F8,,0x54,bfec92df24c482403056bd08f7682879,[func_801B614C],[],[]
0x0B714C,0x801B714C,func_801B714C,,0x1F8,2c41254b8afeb620bfc34237d4f84637,[func_80148EBC;func_8013FCDC;func_80149374;func_801A6844;func_801A69F8],[],[]
0x0B7344,0x801B7344,T_801B7344,,0x150,852711b564f5212ae35d290496a83fb1,[],[],[]
0x0B7494,0x801B7494,func_801B7494,,0x178,e5ea41f6008846783e9a8fc377f6b447,[func_8013FBC0;func_801D2150;func_80139CA0;func_8014FCF8],[],[]
0x0B760C,0x801B760C,func_801B760C,,0x158,590b619e3149a7d63ff5a6d2f0b752f9,[func_80160E80;func_80148EBC],[],[]
0x0B7764,0x801B7764,func_801B7764,,0x220,0778c2319fc516d01ec051524d78291f,[func_80147000;func_8014B7F0],[],[]
0x0B7984,0x801B7984,func_801B7984,,0xF4,083ad586e3d89f0bcc21dab99fd67dfa,[func_8014AC1C;func_80142700;func_80142700],[],[]
0x0B7A78,0x801B7A78,func_801B7A78,,0xC4,6e287c6f4d72790abf1bce4b85796a96,[func_8014ACB4;func_8015CB44;func_801625F0;func_8014ACB4;func_801B66D4],[],[]
0x0B7B3C,0x801B7B3C,func_801B7B3C,,0x4,8c348c808911b48fcb21c936cad6f95d,[],[],[]
0x0B7B40,0x801B7B40,func_801B7B40,,0x90,1fb57bcd645df94c697d8b442c13af0a,[],[],[]
0x0B7BD0,0x801B7BD0,func_801B7BD0,,0x3C,236856247d1d1e8f09fab87ea641ea29,[func_801B66D4],[],[]
0x0B7C0C,0x801B7C0C,func_801B7C0C,,0x498,adf1cd79b6e54e02cd233b381854a4c6,[func_8014ACB4;func_8015CB44;func_801625F0;func_8014ACB4;func_801B66D4;T_801B7344;func_801B66D4;func_801B66D4;func_80149724;func_80147000;func_801490AC;func_8015D020;func_8014ACB4;func_8015CB44;func_8014ACB4;func_801B66D4],[],[]
0x0B80A4,0x801B80A4,func_801B80A4,,0x720,75e542661e2da3dc7c9cbd976a780e66,[func_80147000;func_801490AC;func_801496C8;func_801B66D4;func_80147000;func_801490AC;func_801496C8;func_801B66D4;func_80147000;func_80147000;func_801490AC;func_80147000;func_801496C8;func_801B66D4;func_80149568;func_801490AC;func_801BB5C4],[],[]
0x0B87C4,0x801B87C4,func_801B87C4,,0x24,67b17768ddd53aabfe103d5276b5060a,[func_80147000],[],[]
0x0B87E8,0x801B87E8,func_801B87E8,,0x3C,be5412b5f578adb9e8f970dce672cf3a,[],[],[]
0x0B8824,0x801B8824,func_801B8824,,0x78,a8da4434a3ca25b7c5858fe85c597915,[func_801490AC;func_80147000],[],[]
0x0B889C,0x801B889C,func_801B889C,,0xE8,070929ad739a515b933371f11269b68c,[func_801B66D4],[],[]
0x0B8984,0x801B8984,func_801B8984,,0x288,dc0f995a84c776401aa207bd8d734904,[],[],[]
0x0B8C0C,0x801B8C0C,func_801B8C0C,,0x378,a8c686da9d920483d658b803f2cac833,[func_80149724;func_80149724;func_80148E48;func_80149724;func_80149724;func_801490AC;func_80147000;func_80147000;func_80147000;func_801B66D4],[],[]
0x0B8F84,0x801B8F84,func_801B8F84,,0x120,358167315f8bd7d57ce32393d77c5e49,[func_80178134;func_801B80A4],[],[]
0x0B90A4,0x801B90A4,func_801B90A4,,0x9C,ba7d1f647545fd0246933d7a06cc64d8,[func_80145680],[],[]
0x0B9140,0x801B9140,func_801B9140,,0x24,7cb33f42d47ac273513ddd7a7f03ad49,[func_8014AB20;func_8014AB20],[],[]
0x0B9164,0x801B9164,func_801B9164,,0x6C,e50ab915e7fec0a4e75d52607f3b44cf,[],[],[]
0x0B91D0,0x801B91D0,func_801B91D0,,0x5C,a97b55ad6cb0fb15b7e1d52d559ea305,[],[],[]
0x0B922C,0x801B922C,func_801B922C,,0x5C0,ac39ae2c3a1ac5fea30700129d156304,[func_801469E4;func_801469E4;func_80145680;func_801469E4;func_801469E4;func_8014AAB8;func_8014AAB8;func_80178134],[],[]
0x0B97EC,0x801B97EC,func_801B97EC,,0x38,32a53c7cceac5161b09c061060ccd6d9,[],[],[]
0x0B9824,0x801B9824,func_801B9824,,0x38,3373c7cfd26214f6c79334bb6eae2f23,[],[],[]
0x0B985C,0x801B985C,func_801B985C,,0x38,fb59854d0b5ee77897797629e6b1e7d4,[func_801B889C],[],[]
0x0B9894,0x801B9894,func_801B9894,,0x8,7dea362b3fac8e00956a4952a3d4f474,[],[],[]
0x0B989C,0x801B989C,func_801B989C,,0xD8,1fe2b9ca608707b89ac083e000b92796,[func_801785E0;func_80178704],[],[]
0x0B9974,0x801B9974,func_801B9974,,0x2D0,8d3bc0160fdf1a179beef071430d3f2f,[func_801C4030;func_801C4030;func_801C4030;func_801C4030;func_801499A0;func_801499A0],[],[]
0x0B9C44,0x801B9C44,func_801B9C44,,0x340,7e06da1f15b4c9e76dea449ac3baeee2,[func_80147000;T_80189E78;func_801B8F84;func_801B8F84;func_80178760;func_80149724;func_801B0DDC;func_801743A8;func_8012A738;func_80147000;func_80147000;func_80147000],[],[]
0x0B9F84,0x801B9F84,func_801B9F84,,0x15C,bd5f34396ed5a90249182a4bdd34d0ea,[func_80148CC8;func_801C4030],[],[]
0x0BA0E0,0x801BA0E0,func_801BA0E0,,0xF0,e2bd1a616b020f03d9a384f466d30f0a,[],[],[]
0x0BA1D0,0x801BA1D0,func_801BA1D0,,0x5C,ada9e46181f913b6bdc10ef316dfeae6,[func_801B922C],[],[]
0x0BA22C,0x801BA22C,func_801BA22C,,0x418,d3492aea8252a56b93a6da9cd66a59dc,[func_801AA5BC;func_801A96A8;func_80147000;func_80147000;func_80147000;func_801499A0;func_801499A0;func_80147000;func_80147000;func_80147000;func_80147000;func_801B66D4;func_801B922C;func_801785E0],[],[]
0x0BA644,0x801BA644,func_801BA644,,0xBC,591fe32c964da849430479b8073902f5,[func_80178134;func_801B66D4;func_80147000;func_80147000;func_80147000],[],[]
0x0BA700,0x801BA700,func_801BA700,,0xB8,f263ad4ad780fbacb81fa9e2d25d90a0,[func_801B66D4;func_801A8E54;func_80178760;func_80178704],[],[]
0x0BA7B8,0x801BA7B8,func_801BA7B8,,0x94,c87bfa587a837f868d67305e702c711f,[],[],[]
0x0BA84C,0x801BA84C,func_801BA84C,,0x128,a18dc6fda74dcc389693125cf480c826,[],[],[]
0x0BA974,0x801BA974,func_801BA974,,0x2D0,4ea3fc7da6ca08593e839cc1179ca558,[func_80148E48],[],[]
0x0BAC44,0x801BAC44,func_801BAC44,,0x328,36964ea67580d2bb0121553a9cccc977,[func_80149724;func_80147000;func_80147000;func_80149724;func_8014915C;func_80147000;func_80147000;func_80147000;func_80147000;func_80147000;func_80147000],[],[]
0x0BAF6C,0x801BAF6C,func_801BAF6C,,0x20,dc7eaad46a290912e664273d93b202d5,[],[],[]
0x0BAF8C,0x801BAF8C,func_801BAF8C,,0xA4,45e726928ef619755e7697840a577aa4,[],[],[]
0x0BB030,0x801BB030,func_801BB030,,0x34,d26916a072b90657ebb2ab12891982c2,[],[],[]
0x0BB064,0x801BB064,func_801BB064,,0x40,20680fe7691e8b0f75adc8cb282e7eab,[],[],[]
0x0BB0A4,0x801BB0A4,func_801BB0A4,,0x84,ae83a42d1001d1e8bee07f312f35984e,[func_801C4030],[],[]
0x0BB128,0x801BB128,func_801BB128,,0xB4,2780868df1673d4ecd400642ba691a4f,[func_801C4030],[],[]
0x0BB1DC,0x801BB1DC,func_801BB1DC,,0x378,5192cce1c1f5e97ac51b25abb3d5685f,[func_80148D0C;func_80160728;func_801C4030;func_80174058;func_801743A8;func_80148D0C;func_80160728;func_80147460;func_801496C8;func_801B13CC;func_80160728;func_80167604;func_801C4030;func_80195D50],[],[]
0x0BB554,0x801BB554,func_801BB554,,0x70,a3857b1e5969972e699be783ed27a306,[func_80160728;func_801B0DDC],[],[]
0x0BB5C4,0x801BB5C4,func_801BB5C4,,0x14C,45db2db960e590f08ed90c80ca8101ba,[],[],[]
0x0BB710,0x801BB710,func_801BB710,,0x1C4,4e59aac1325d393fa81ec2414442252b,[],[],[]
0x0BB8D4,0x801BB8D4,func_801BB8D4,,0x64,e375c457eff6ede8d2b0496969cbc3f1,[],[],[]
0x0BB938,0x801BB938,func_801BB938,,0x74,4ebe3305a8ed6609ce37d27b1f6c719c,[],[],[]
0x0BB9AC,0x801BB9AC,func_801BB9AC,,0x6F8,7b0a4d33841a2b2a538301f8bbb4f713,[],[],[]
0x0BC0A4,0x801BC0A4,func_801BC0A4,,0x84,ccda53325ad1b5f56d55e9600c98789c,[func_801BA84C],[],[]
0x0BC128,0x801BC128,func_801BC128,,0x118,0dc42a732278be3e2625a4ba8d57b393,[func_801BA7B8;func_80147000],[],[]
0x0BC240,0x801BC240,func_801BC240,,0x1FC,aaedd60a70427255b5340943dc0da705,[func_8014D61C;func_80147000;func_8014E9F4;func_80147000;func_80147000;func_80147000;func_80147000;func_801793DC],[],[]
0x0BC43C,0x801BC43C,func_801BC43C,,0x188,6db4bea220b209a096cd4c3a24d22ae0,[func_80147000],[],[]
0x0BC5C4,0x801BC5C4,func_801BC5C4,,0x20,d3dcedc483970b1fdd6c3daa94db334d,[],[],[]
0x0BC5E4,0x801BC5E4,func_801BC5E4,,0x3C8,8bca00f700726db7525e2f98c564efe0,[func_801B66D4;func_80147000;func_801BB8D4;func_801793DC;func_801BB938;func_8012C2B0;func_801BB9AC;func_801C0B70],[],[]
0x0BC9AC,0x801BC9AC,func_801BC9AC,,0x894,46fdfc01b00804e4b0d07df456f442ba,[func_801BC5E4;func_8014D61C;func_80145680;func_801D2150;func_801469E4;func_801793DC;func_80145CEC;func_8018D39C;func_8018C700;func_8011BD60;func_8015CA7C;func_80139CA0;func_80151FD0;func_8018D39C;func_8018D39C;func_80139CA0;func_80151FD0;func_8015C580;func_8014915C;func_8014B7F0;func_8018D39C;func_8018D39C;func_8018D39C;func_8018D39C;func_8018C700;func_8018D39C;func_801ADFC8;func_801BB9AC],[],[]
0x0BD240,0x801BD240,func_801BD240,,0x25C0,43d8d8f302e87af951d01b6691d3ceda,[],[],[]
0x0BF800,0x801BF800,func_801BF800,,0x8C,381d2d02941741e298a91f427697f30a,[func_840012E0],[],[]
0x0BF88C,0x801BF88C,T_801BF88C,,0xA74,5b57ffdfd488ccdd89f5dad5599b9b8d,[],[],[]
0x0C0300,0x801C0300,T_801C0300,,0x36C,c626a7eed16d85e4f58211e6411aaed1,[],[],[]
0x0C066C,0x801C066C,T_801C066C,,0x28,ed7506ea8dfe1b41be6b1c94350c8c46,[],[],[]
0x0C0694,0x801C0694,T_801C0694,,0x174,e3305bf89bd033f6033fbc0781875bbf,[],[],[]
0x0C0808,0x801C0808,func_801C0808,,0xDC,7eecfa6b5d5535a55f94c0d4906cc366,[],[],[]
0x0C08E4,0x801C08E4,func_801C08E4,,0x148,e0a0506f04bc0511c61f1cdc8106c821,[],[],[]
0x0C0A2C,0x801C0A2C,func_801C0A2C,,0xD4,d844ab29a50e713b3500f2ab1e3f93f4,[],[],[]
0x0C0B00,0x801C0B00,func_801C0B00,,0x70,7fcf0f3c6309271f072d51c8f8bf5cb4,[],[],[]
0x0C0B70,0x801C0B70,func_801C0B70,,0xAC,f2336f33de03494ddd3d118ef2780ad2,[],[],[]
0x0C0C1C,0x801C0C1C,func_801C0C1C,,0x54,71ea444558b2257ebba3c06bd34cb17b,[],[],[]
0x0C0C70,0x801C0C70,func_801C0C70,,0x64,16b18bedae3f640c1539ebadf7b8975f,[],[],[]
0x0C0CD4,0x801C0CD4,func_801C0CD4,,0x38,6cff3e6e3f5b095284cc20e263d1a146,[],[],[]
0x0C0D0C,0x801C0D0C,func_801C0D0C,,0x34,d6dc9cfb13e6fb9b037edfc0e3d9d679,[],[],[]
0x0C0D40,0x801C0D40,func_801C0D40,,0x6C,887facb29f1cd5ed1d02b89eb9df6d8c,[T_801BF88C],[],[]
0x0C0DAC,0x801C0DAC,func_801C0DAC,,0x90,2e9667669139c2bdd20a8e4b22ab67f0,[],[],[]
0x0C0E3C,0x801C0E3C,func_801C0E3C,,0x84,b4485869a6290ffca996704fcb78e28e,[],[],[]
0x0C0EC0,0x801C0EC0,func_801C0EC0,,0x20,fdd01232f11d2969c4cbdb60e74c18c7,[],[],[]
0x0C0EE0,0x801C0EE0,func_801C0EE0,,0x174,af9ead74d172bf8486823ad077cdc09c,[],[],[]
0x0C1054,0x801C1054,func_801C1054,,0x28,57c67cbf7b61ae3a09426242a5ef683f,[],[],[]
0x0C107C,0x801C107C,func_801C107C,,0x4,8c348c808911b48fcb21c936cad6f95d,[],[],[]
0x0C1080,0x801C1080,func_801C1080,,0x4C,5e5a12329ca6ee54d57d146ac0508f2b,[func_801C2668],[],[]
0x0C10CC,0x801C10CC,func_801C10CC,,0x34,feda2c742fc95a8fab00c4548365b3f1,[func_801C2668],[],[]
0x0C1100,0x801C1100,func_801C1100,,0x1C,435d42a5333f5d410e63427c7efe4ea1,[],[],[]
0x0C111C,0x801C111C,func_801C111C,,0x60,47c7988899a28122a22ec1b915079f02,[func_801C2668],[],[]
0x0C117C,0x801C117C,func_801C117C,,0x8,c81ad1c83bdb280530183b53f162b0ff,[],[],[]
0x0C1184,0x801C1184,func_801C1184,,0xA4,d98c85ecc6af272dd300fe5d26b003ee,[func_801C08E4],[],[]
0x0C1228,0x801C1228,func_801C1228,,0x78,7c3f290338da716e3c0132ee863bb421,[],[],[]
0x0C12A0,0x801C12A0,func_801C12A0,,0x60,26920613c8e730ce4fb69ead5928e3e3,[func_801C3FC0],[],[]
0x0C1300,0x801C1300,func_801C1300,,0x2B8,9583bab094cc0723fc7dbaafa55a2db0,[func_801C2A18;func_801CB240;func_801CB280;func_801CB280;func_801C1100;func_801C2A18;func_801C2A18;func_801C2C10;T_801C066C;func_801CB9B0;func_801C249C],[],[]
0x0C15B8,0x801C15B8,func_801C15B8,,0xDC,2bc255b8199a80d5fee305b098881bd8,[func_801C2768;func_801CBA00],[],[]
0x0C1694,0x801C1694,func_801C1694,,0x250,bba12d4c7c8e7c0bce9db0b772775461,[func_801C1054;func_801C28A0;func_801C2768;func_801C2A84;func_801C2A84;func_801C2A84;func_801C2A84;func_801C2B24;func_801C2B24],[],[]
0x0C18E4,0x801C18E4,func_801C18E4,,0x118,cd32abc1777753b3a96f7f9f852f6a03,[func_801C2B24;func_801C2B24],[],[]
0x0C19FC,0x801C19FC,func_801C19FC,,0x30,bf9db8749e638ed1fc5c155a6fec48a0,[func_801C2B24],[],[]
0x0C1A2C,0x801C1A2C,func_801C1A2C,,0x64,ad2d5d63158f60847e1a4067a568fcee,[],[],[]
0x0C1A90,0x801C1A90,func_801C1A90,,0x18C,683da01de01d7a7203f6b31aeb6a9173,[],[],[]
0x0C1C1C,0x801C1C1C,func_801C1C1C,,0x12C,5aed72285a02ffec27ee4b34eb70c6f4,[],[],[]
0x0C1D48,0x801C1D48,func_801C1D48,,0x6C,915e9c924182cbbc3d88f5f774fb8980,[],[],[]
0x0C1DB4,0x801C1DB4,func_801C1DB4,,0x10C,89c6e91af4bdecc9a18197b166647f8b,[],[],[]
0x0C1EC0,0x801C1EC0,func_801C1EC0,,0x20,4b65b17f78832a3f23bd3166c48ce5c8,[func_801C249C],[],[]
0x0C1EE0,0x801C1EE0,func_801C1EE0,,0x48,1c715e52aa597d50c181f7c1b56d5478,[T_801C0694],[],[]
0x0C1F28,0x801C1F28,func_801C1F28,,0x48,1c715e52aa597d50c181f7c1b56d5478,[func_801C0808],[],[]
0x0C1F70,0x801C1F70,func_801C1F70,,0x4C,bf3e333278e19e4e9e32ab3a0794da83,[func_801C08E4],[],[]
0x0C1FBC,0x801C1FBC,func_801C1FBC,,0x1C,c1ebb8cca63ddf2cfa4425509433b92f,[],[],[]
0x0C1FD8,0x801C1FD8,func_801C1FD8,,0x54,02a935b81a45391597adaa2d385f36a8,[],[],[]
0x0C202C,0x801C202C,func_801C202C,,0x28,622430d61f4faf9ed09b376e03b280e7,[func_801C12A0],[],[]
0x0C2054,0x801C2054,func_801C2054,,0x2C,f37233245e38c4f8ca823c5e53b7cb30,[func_801C12A0],[],[]
0x0C2080,0x801C2080,func_801C2080,,0x8,e9c84763abc01436091f38248f1f4a24,[],[],[]
0x0C2088,0x801C2088,func_801C2088,,0x2C,a3bbf4603fdf2171972cbcbf49dfae30,[func_801C12A0],[],[]
0x0C20B4,0x801C20B4,func_801C20B4,,0x24,33f1f9a3dd5a179581275b7e6249b11f,[func_801C1080],[],[]
0x0C20D8,0x801C20D8,func_801C20D8,,0x28,4539bea47e94bdf344479e8d78c8aea8,[],[],[]
0x0C2100,0x801C2100,func_801C2100,,0x44,6dbbecf0eb32a8e852e738cac681a417,[],[],[]
0x0C2144,0x801C2144,func_801C2144,,0x40,71853968370515094ee022a25154f18f,[func_801CB280],[],[]
0x0C2184,0x801C2184,func_801C2184,,0x78,4a96f7231b07730aa27c89eba4073123,[func_801C1228],[],[]
0x0C21FC,0x801C21FC,func_801C21FC,,0x2C,ffd86cda0e313e287d2dae1cf118c4b4,[],[],[]
0x0C2228,0x801C2228,func_801C2228,,0xEC,2c629385e269dcdeaa34084f4d1d5056,[func_801C2BB0;func_801C2BB0;func_801C3FC0;func_801C2A4C],[],[]
0x0C2314,0x801C2314,func_801C2314,,0x24,a9f88c9a5cb0eab8e8c851b08c105bc9,[],[],[]
0x0C2338,0x801C2338,func_801C2338,,0x164,f89871b9682fab8ad62c4ea32288e829,[func_801C1184;func_801BF800;func_801C21FC;func_801C2144;func_801C15B8;func_801C19FC],[],[]
0x0C249C,0x801C249C,func_801C249C,,0x11C,6af52e90fe33f788a6b298eee9162f1e,[func_801C1C1C;func_801C1A90;func_801C2088;func_801C20D8;func_801C1FD8;func_801C1DB4;func_801CBBE0],[],[]
0x0C25B8,0x801C25B8,func_801C25B8,,0xB0,6451c9a9f300f5ad68d22d4e3699ada7,[],[D_801F40C0],[]
0x0C2668,0x801C2668,func_801C2668,,0x100,aa27d9430a7cae6cd4a39b2539701212,[],[],[]
0x0C2768,0x801C2768,func_801C2768,,0x138,85389274ddd9f107dc80965964c726b6,[T_801BF88C;func_801C19FC;func_801CBD90;func_801C1FBC;func_801C1D48],[],[]
0x0C28A0,0x801C28A0,func_801C28A0,,0x15C,53c3b9c40e82a7780782495b700764f0,[func_801CBE50;func_801CBD90;func_801CBBE0],[],[]
0x0C29FC,0x801C29FC,func_801C29FC,,0x1C,bb09295075dca37d75dd8c99c439d7ab,[],[],[]
0x0C2A18,0x801C2A18,func_801C2A18,,0x34,ebbfeb58f08c454ca1113d27998b0ddc,[func_801CBBE0],[],[]
0x0C2A4C,0x801C2A4C,func_801C2A4C,,0x38,a928c20c01ce08c95d66fcc9ef9f2ff2,[func_801CBC60],[],[]
0x0C2A84,0x801C2A84,func_801C2A84,,0xC,f8bbecf5e303fb100cec6c5ab3d4914c,[],[],[]
0x0C2A90,0x801C2A90,func_801C2A90,,0x94,031af937b6c8dda9374892f18033a435,[],[],[]
0x0C2B24,0x801C2B24,func_801C2B24,,0x8C,938b45259c47cf419a62812fff44ae67,[func_801CBD90],[],[]
0x0C2BB0,0x801C2BB0,func_801C2BB0,,0x60,33f4a4a1e6ddf8f23664852ac394bbfe,[func_801CBEE0],[],[]
0x0C2C10,0x801C2C10,func_801C2C10,,0xC,f8bbecf5e303fb100cec6c5ab3d4914c,[],[],[]
0x0C2C1C,0x801C2C1C,func_801C2C1C,,0x4BC,85592567cda6494c421167664dff6959,[func_801C2314;func_801CBD00],[],[]
0x0C30D8,0x801C30D8,func_801C30D8,,0xC0,c3d152cd8f4f0fbeda1a9e69593a4817,[func_801C6000],[],[]
0x0C3198,0x801C3198,func_801C3198,,0x1CC,2ebfce04dc216997a749871ea6e840d0,[],[],[]
0x0C3364,0x801C3364,func_801C3364,,0x138,370a6c0571ee8d9fede981c1eee330ed,[],[],[]
0x0C349C,0x801C349C,func_801C349C,,0x154,1c3f31f6f9d7022f6a7b9efa7749a04e,[func_801C2A84;func_801C2A84],[],[]
0x0C35F0,0x801C35F0,func_801C35F0,,0x120,5493c0cb9116e40e5c89e8cfb1631da2,[func_801C64F0],[],[]
0x0C3710,0x801C3710,func_801C3710,,0x48,4e3367ebb6b5792734e1875c07ec02a2,[],[],[]
0x0C3758,0x801C3758,func_801C3758,,0x300,0e4262770d3e97929f86cbbadc980b53,[],[],[]
0x0C3A58,0x801C3A58,func_801C3A58,,0xA4,cdf7c273642cfb7df8183df79f60bd98,[],[],[]
0x0C3AFC,0x801C3AFC,func_801C3AFC,,0x28,d92ea771aaea880b52c365e42082dcb9,[],[],[]
0x0C3B24,0x801C3B24,func_801C3B24,,0xEC,00b24637b70b75d49564637d4e234c15,[func_801C2768],[],[]
0x0C3C10,0x801C3C10,func_801C3C10,,0x24,d8d9ca654a6fe002de76fa58dfdf79bc,[],[],[]
0x0C3C34,0x801C3C34,func_801C3C34,,0x2E4,5510f9ed41018acb08084d2d1d534987,[func_801D0AB0;func_801D1320;func_801CE300;func_801CB280;func_801CB280;func_801CB280;func_801C3710;func_801CB280;func_801CB280;func_801CB1EC;func_801CB280],[],[]
0x0C3F18,0x801C3F18,func_801C3F18,,0x18,02ce162b96dc216ba741ab97fecb5aae,[],[],[]
